,text,label,verifikasi
,Bikin podcast tante tante yang bikin ka Gita,Suka,Benar
,bukan aneh warasnya dipertanyakan,Sedih,Benar
,Kok kepala kentang?,Bingung,Benar
,dahlah bang,Marah,Benar
,ngawur wkwkwkw,Lucu,Benar
,CJOD-193,Suka,Benar
,saya juga baru tau juga bang,Sedih,Benar
,Bang Gema Podcast omom kenapa udah jarang,Bingung,Benar
,udahan udahan dah tidur,Marah,Benar
,wkwkwwkwkw topi lagi,Lucu,Benar
,bang lu udah punya wey bang,Suka,Benar
,"gw lagi dengerin livestream sambil ngerjain tugas, eh isi komen ama sawerianya bikin ga konsen",Sedih,Benar
,bang ko gw ganteng,Bingung,Benar
,blok,Marah,Benar
,wkekwk,Lucu,Benar
,iyaiyaiya,Suka,Benar
,well she tried,Sedih,Benar
,isep apa?,Bingung,Benar
,NOOOOO,Marah,Benar
,pasti yg nikung si Vina yah wkwkwk,Lucu,Benar
,bang aku baru sunat ucapin dong,Suka,Benar
,ngeri bat snipernya,Sedih,Benar
,Jepang ya?,Bingung,Benar
,Gila sih 15 jam sehari. Lu kerja ato pacaran,Marah,Benar
,DISEBAR CUY WWKKWK,Lucu,Benar
,kita lihat kuat gak nih awkwj,Suka,Benar
,udah gk usah,Sedih,Benar
,Nobar bang?,Bingung,Benar
,flex,Marah,Benar
,SAKIT PUNGGUNG BANG BANYAK BEBAN DI IPA AWOKWOKWOWKOK,Lucu,Benar
,MBAK GITA MENUNGGU DI WA,Suka,Benar
,manas manasin,Sedih,Benar
,yang game indo coral kapan rilis?,Bingung,Benar
,sopiiler hei,Marah,Benar
,KWKAWKAKWKAWKAWKAW,Lucu,Benar
,2020 2nd,Suka,Benar
,kirain lanjut akang yagami,Sedih,Benar
,Arnold voice ?,Bingung,Benar
,jangan sampe GTA 6 mundur rilisnya,Marah,Benar
,bang gema aja ampe lupa :face_with_tears_of_joy:,Lucu,Benar
,2020 PART DUA,Suka,Benar
,waduh kuota kemendikbud gabisa fb,Sedih,Benar
,rambut mana yang lebat?,Bingung,Benar
,tampol kang,Marah,Benar
,RUM GIN VODKA wkwkwkwk,Lucu,Benar
,wangy wangy,Suka,Benar
,musuhnya ngalah,Sedih,Benar
,gimana?,Bingung,Benar
,ceweknya umur berapa nih jangan umur 15 tahun,Marah,Benar
,:face_with_tears_of_joy:,Lucu,Benar
,Kan dia bertelor bang,Suka,Benar
,"sama bang tahun baru sakit, bukan karena gamau ikut vibesny tapi berisiknya yg ganggu",Sedih,Benar
,Kok ikut syuting?,Bingung,Benar
,WOY CLIP WOYYYYYYY,Marah,Benar
,XIXIXIXIXIXI,Lucu,Benar
,obama vois bang,Suka,Benar
,YAH BAKAL USBN OFFLINE NIH :disappointed_face:,Sedih,Benar
,ini yang maen tim bang gema region mana aja???,Bingung,Benar
,GEMA SESAT MOMENT,Marah,Benar
,SEJAK KAPAN SENTOLOPERS XD,Lucu,Benar
,samyang sekalian bang,Suka,Benar
,ternyata oh ternyata,Sedih,Benar
,koq serem,Bingung,Benar
,BARU MULAI UDAH NGIDE,Marah,Benar
,wakakakkakaka,Lucu,Benar
,"SALI ""SERING SERING NOGMONG SAMA GUA""",Suka,Benar
,santai pak,Sedih,Benar
,adakah dewifortuna di valorant?,Bingung,Benar
,bangkeke udah di heaven,Marah,Benar
,ma girl hehehehe,Lucu,Benar
,optical zoom,Suka,Benar
,DIYA CURHAT,Sedih,Benar
,bang kapan lanjut WO3??,Bingung,Benar
,KAN KITA OTAK DAH BEKU,Marah,Benar
,SETOLOPERS NIH BOSSS SENGGOL DONG,Lucu,Benar
,TAPI ABSEN DI DISCORD,Suka,Benar
,duhh bahaya nich,Sedih,Benar
,tempat laennya nunjuk kemana tu,Bingung,Benar
,FLEXING TROSSS,Marah,Benar
,kaowkwowowk,Lucu,Benar
,3-2 bener bang soalnya saya dari masa depan,Suka,Benar
,random kayak bapak nya,Sedih,Benar
,what love you,Bingung,Benar
,hidup memang bangsat,Marah,Benar
,jadi pro aokwkwk,Lucu,Benar
,2022 bang gema nikah,Suka,Benar
,DUH JADI LAPER,Sedih,Benar
,koh mau melakukan penelitian dan investigasi tentang mod nya itu,Bingung,Benar
,GIMANA BGST,Marah,Benar
,lah senjatanya bel baru wkwkwk,Lucu,Benar
,aaaaamiiiiin,Suka,Benar
,GUA MAU tapi duitnya belom ada :disappointed_face:. ACER GA MAU GIVEAWAY NIH? :grinning_face:,Sedih,Benar
,eh gimana,Bingung,Benar
,emosi,Marah,Benar
,"loh gak papa , daripada mabuk ye kan wkwkwkwk",Lucu,Benar
,Collab ama rans enterraiment,Suka,Benar
,FeelsBadMan,Sedih,Benar
,"ENGGA AUTO AIM BANG ,? ,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Bingung,Benar
,minimal gw gampar sih,Marah,Benar
,ADA YG NYOBA NYIARIN MENINGGAL WKWK,Lucu,Benar
,meninggallllll,Sedih,Benar
,tag blash,Suka,Benar
,BANG GMNA CARA MENGHENTIKAN MARAHAN BINI BANG??????????,Bingung,Benar
,ohh bgzt,Marah,Benar
,ngiri dia wkwkw,Lucu,Benar
,bang otak sayA nguap di ipa,Sedih,Benar
,nobar dong,Suka,Benar
,GIMANA,Bingung,Benar
,Baru mulai sudah gelut,Marah,Benar
,semua dibilang mid ama bang gema wkwkwk,Lucu,Benar
,salah tempat mas(kalau gua jadi bartendernya),Sedih,Benar
,status pak,Suka,Benar
,baru tau judi sendiri,Bingung,Benar
,Bodoklah gem,Marah,Benar
,Bangzad wkwkwkwk,Lucu,Benar
,"Nonton CalebCity, Bang Gema",Suka,Benar
,RTO sebentar,Sedih,Benar
,apa nih,Bingung,Benar
,UDAH PUNYA KAK GITA GAUSAH DIINGET LAGI,Marah,Benar
,wkwkwkwwkk,Lucu,Benar
,buat nerjain skripsi,Sedih,Benar
,5 tahun jotum,Suka,Benar
,yang format .bin ya bang?,Bingung,Benar
,nah kannn,Marah,Benar
,AWKOAWKOAWKAW,Lucu,Benar
,yg bikin skri,Suka,Benar
,gk ngerti basa ingres,Sedih,Benar
,BANG KALO HARVEST MOON SOTRYNYA NYAMBUNG GK??,Bingung,Benar
,NO,Marah,Benar
,100k blon yutchuber wkwwkwk,Lucu,Benar
,"otak lu juga overthinking gem, jadi ngelag otak",Sedih,Benar
,pithi,Suka,Benar
,Ragil?,Bingung,Benar
,Kan,Marah,Benar
,nonton buat di roasting nih wkwk,Lucu,Benar
,SAYA BUTUH JUDGEMENT TAPI GA DILANJUTIN HUWWAAAA,Sedih,Benar
,Kita kan Haters baik,Suka,Benar
,ADA JASA TABOK ONLINE GAK ?,Bingung,Benar
,mba gita lihat bang gem nichh,Marah,Benar
,:slightly_smiling_face:,Lucu,Benar
,"bang gua berat 120 kg, akhirnya ada temen senasib",Sedih,Benar
,eco round bang,Suka,Benar
,gimana? wkwk,Bingung,Benar
,ITU LU SEBUT,Marah,Benar
,awokawokaw,Lucu,Benar
,cowoknya dikacangin :face_with_tears_of_joy:,Sedih,Benar
,DVD sama CD,Suka,Benar
,bang prediksi skor coba bang,Bingung,Benar
,Guys Rusak Guys,Marah,Benar
,wkwkwwkk,Lucu,Benar
,DUH TELAT,Sedih,Benar
,FUD,Suka,Benar
,bang kenapa saya ganteng banget ya?,Bingung,Benar
,cubit vuting bapaknya andiya,Marah,Benar
,wkwkwwk,Lucu,Benar
,muka kurang ganteng :(,Sedih,Benar
,parah di sebar,Suka,Benar
,kok jadi vokep bang,Bingung,Benar
,cowok kayak gtu Banci namanya,Marah,Benar
,AWOKOWAKOKAW GSI NICH,Lucu,Benar
,"pengen ketemu sumpah :"")",Sedih,Benar
,NICE,Suka,Benar
,bang kpn lanjutin wo 3,Bingung,Benar
,sesat...,Marah,Benar
,wkwkwkw langsung di contohin,Lucu,Benar
,kayak nyeee bukan rokok tuu,Sedih,Benar
,mr.bean moment,Suka,Benar
,rafatar?,Bingung,Benar
,dxd haram hey,Marah,Benar
,BLACK ORGANIZATION ANJIR WKWKWKKW,Lucu,Benar
,MMmmmmm gk jadi makan,Sedih,Benar
,MALAH NOBAR,Suka,Benar
,ganti game jdi dota nih bg???,Bingung,Benar
,NAAAHHH,Marah,Benar
,ajak bang alip main PHASMO :face_with_tears_of_joy:,Lucu,Benar
,mukanya dikasih gaussian blur bang biar ganteng,Sedih,Benar
,"untuk Sedap Malam Game, perbanyak bagi bagi game ceban :3",Suka,Benar
,KASP MANA,Bingung,Benar
,dah lah males liat judulnya,Marah,Benar
,wkwkwk malah main,Lucu,Benar
,TIATI KOMUNITAS OTAK BEKU,Sedih,Benar
,Hallo bang,Suka,Benar
,gimana jing?,Bingung,Benar
,sesatt,Marah,Benar
,sekalian ae teh sama blueberry :rolling_on_the_floor_laughing:,Lucu,Benar
,tambah stress dong,Sedih,Benar
,bang tara upload nich,Suka,Benar
,kalian bisa kuliah?,Bingung,Benar
,kan dispam kan,Marah,Benar
,Isep yg lain?????,Lucu,Benar
,crypto nih ati Ati,Sedih,Benar
,judulnya Rewind Indonesia 2021 sih bukan YouTube Rewind Indonesia 2021,Suka,Benar
,istirahat atau pacaran bang,Bingung,Benar
,penyakitan nih fm,Marah,Benar
,WKWKWK BODOLAH,Lucu,Benar
,MAIN ISTRI KANNN,Suka,Benar
,Dompet saya Insecure,Sedih,Benar
,tumbuh tempat laen tingkat stressnya gimane?,Bingung,Benar
,Waduh,Marah,Benar
,@MNabilHanafi aksen nya sesuai hati wkwk,Lucu,Benar
,eh kimi,Suka,Benar
,rip aimm,Sedih,Benar
,MAGGIE ADA IG NYA KAH,Bingung,Benar
,HAPUS FILE ANEH ANEH MAKANYA,Marah,Benar
,otaknya lagi ngelag ya bang owkaokoawko,Lucu,Benar
,2022 yay,Suka,Benar
,pani. attack,Sedih,Benar
,ff7 kapan bang,Bingung,Benar
,MULAI NGIDE,Marah,Benar
,ASU JANCOK KWOKWOWK,Lucu,Benar
,bang gua jadi kangen loo main dynasty warrior bangg,Suka,Benar
,gw Logan cuman kecewa aja bang tiba tiba dia masuk dunia boxing lawan Mayweather sama KSi,Sedih,Benar
,APA ITU JAGO,Bingung,Benar
,KPK SENANG,Marah,Benar
,kalau norak di gta online boleh kan wkwkwkwk,Lucu,Benar
,plot twist : gurunya ngikut,Suka,Benar
,maaatiii jadi amerikanos,Sedih,Benar
,Banting Tetangga gpp bang?,Bingung,Benar
,Yoyo.. naik turun tuh,Marah,Benar
,pemuja mister x spam semua :face_with_tears_of_joy:,Lucu,Benar
,Bentar lagi kawin cok,Suka,Benar
,random banget anjir,Sedih,Benar
,KOK KEK BIJI,Bingung,Benar
,Hallo mba gita,Marah,Benar
,wkwkwk tll,Lucu,Benar
,lebih ke bandar bokep sih,Suka,Benar
,Dewi fortunjing nya Macet guys tadi kan jakarta macer di jalan,Sedih,Benar
,bang kapan Maen cod lagi?,Bingung,Benar
,paraahhh,Marah,Benar
,wkwkwkwkwwk,Lucu,Benar
,SNAKE,Suka,Benar
,ya emang mungkin brando lagi ga match aja jadwalnya mangkanya ga ikut rewind,Sedih,Benar
,kok gak bisa donate hg,Bingung,Benar
,kan jauh sat,Marah,Benar
,role babu wkwkkw,Lucu,Benar
,NIKAH LAGI MEQ,Suka,Benar
,di paksa join,Sedih,Benar
,GIMANA MAIN AMA ISTRI?,Bingung,Benar
,"ya jangan kejauhan aje, lu umur 35 cewe lu masi ad ye kan WKWKWKWK",Marah,Benar
,media pertama ngelawak,Lucu,Benar
,LANGSUNG W BELI 20 REBU,Suka,Benar
,yaah nice try,Sedih,Benar
,step what!?,Bingung,Benar
,malah jadi bahas burgerrrr heyyyy,Marah,Benar
,"ya allah pada maksa wkwk, udah gais nonton di tv sendiri aja, channel bang gem ilang kalian juga yang kebingungan wkwkw",Lucu,Benar
,@ArkaBray Heyy Saya disini,Suka,Benar
,kegep meq,Sedih,Benar
,ini ulang lagi?,Bingung,Benar
,nggak gitu,Marah,Benar
,kebiasaan tara arts family :rolling_on_the_floor_laughing:,Lucu,Benar
,pizzahut,Suka,Benar
,MATI,Sedih,Benar
,ha step sister?,Bingung,Benar
,SURRENDERR,Marah,Benar
,KEK GIANT WKWK,Lucu,Benar
,dark,Suka,Benar
,BANG AKUN BOBODAWG KE HACK BANG,Sedih,Benar
,WHATR,Bingung,Benar
,ENGGAK KALENG KHONG GUAN JUGA SIH,Marah,Benar
,pala gw sakit ketawa capeeeee,Lucu,Benar
,di rcti udah mulai,Suka,Benar
,saya juga ngalamin,Sedih,Benar
,kalo acak acak komputer bos boleh ga bang?,Bingung,Benar
,"mau ngide , malah masuk rumah sakit bgsd",Marah,Benar
,udahlah wae,Lucu,Benar
,"iya, kata ferry irwandi masih banyakan youtuber",Suka,Benar
,"useless, but dependable :v",Sedih,Benar
,udh berapa lama jd kursi?,Bingung,Benar
,KOKK KEZEELL,Marah,Benar
,MAEN NYA KAYA AFI CUPU :rolling_on_the_floor_laughing:,Lucu,Benar
,ane keluar bang di playstoer snap 600 an,Suka,Benar
,"capek capek ""v",Sedih,Benar
,NGO APA?,Bingung,Benar
,SIRIK,Marah,Benar
,haha funi jokes,Lucu,Benar
,diya jumpshoot,Suka,Benar
,leg,Sedih,Benar
,Apakah rusdi alam anak ruslan di sini?,Bingung,Benar
,bahasa jaksel,Marah,Benar
,wkwkwkwwk,Lucu,Benar
,TCHI,Suka,Benar
,dia kezel,Sedih,Benar
,ini acer team vs asus team?,Bingung,Benar
,YAMETEHH,Marah,Benar
,AHAHAHAHAH,Lucu,Benar
,AKU SUKA TIFA,Suka,Benar
,ntnt,Sedih,Benar
,lu gym leader type apa bang???,Bingung,Benar
,anying paradoks,Marah,Benar
,wkwkkww,Lucu,Benar
,banget,Suka,Benar
,ada yang sakitpunggung,Sedih,Benar
,KAPAN MULAINYA:moai:,Bingung,Benar
,GOT gila sih,Marah,Benar
,aowkwiwk garing,Lucu,Benar
,santet mek,Suka,Benar
,Kalo no delay jadi stream snipe dong,Sedih,Benar
,wait ???????,Bingung,Benar
,"kak gita, coba tolong di awasin ini",Marah,Benar
,Jamsot,Lucu,Benar
,mulai mabok motion sickness dia sepertinya,Sedih,Benar
,duhh FM malu2in,Suka,Benar
,besok live lagi gak bang,Bingung,Benar
,Lapor,Marah,Benar
,putingnya memanjang wkwkwkk,Lucu,Benar
,tumbal proyek,Sedih,Benar
,Teru setori,Suka,Benar
,ciyusss nichhhh,Bingung,Benar
,rusakk,Marah,Benar
,WAOWOAOWKOAO,Lucu,Benar
,Bentar:buffering::buffering:,Sedih,Benar
,TOLONG KAOS HEATERS TARA ART/ HEATERS GSI,Suka,Benar
,how u doin,Bingung,Benar
,NAH INI YG PENCIBIR,Marah,Benar
,PEPETTT WKWKWWK,Lucu,Benar
,ini buffer jangan2 rada2,Sedih,Benar
,mental bang kesulitannya kalo anak sultan,Suka,Benar
,ada yg bilang bokep?,Bingung,Benar
,TAMPAR BAPAKNYA,Marah,Benar
,crosshair ke lantai wkwkwkwk,Lucu,Benar
,MENDING GAUSAH,Sedih,Benar
,gas 30kg gk siih,Suka,Benar
,nobar??,Bingung,Benar
,DASAR PENONTON YOUTUBE KARBITAN,Marah,Benar
,goksss 100 juta wkwk,Lucu,Benar
,rafathar gaada haters setia kayak anda,Sedih,Benar
,((GK MAU KETINGGALAN)),Suka,Benar
,apakah benar spirit braker menggunakan aganim bisa menjadi banteng merah ?,Bingung,Benar
,Bukan Keren Lagi Ditampol Yg Ada,Marah,Benar
,KUNGKINGKANG LMAOOOOOOOOOO,Lucu,Benar
,Nah lo ketauan,Sedih,Benar
,disebut,Suka,Benar
,bang tara mana ni bang???,Bingung,Benar
,brengsek.,Marah,Benar
,wkwkwkkww,Lucu,Benar
,msk clip nih,Suka,Benar
,ketika introvert ngikut ke perkumpulan,Sedih,Benar
,"MOHON MAAP, INI KAWAN SAYA KENAPA YA",Bingung,Benar
,jangan media share,Marah,Benar
,agreeeee,Suka,Benar
,MACAM JAYEN WKOWKOWKW,Lucu,Benar
,sayangnya temen yg baik begitu udah langka bang:),Sedih,Benar
,konten buat prewed ya gem??,Bingung,Benar
,UDAH RUSAK,Marah,Benar
,lucu bgt suaranya,Suka,Benar
,BROOO WKWKKWKKW,Lucu,Benar
,KESEDAK GUA BANGKEEEEE,Sedih,Benar
,udah berapa bulan bang?,Bingung,Benar
,tipe orang ngide,Marah,Benar
,iya nikmat kwkwkwwk,Lucu,Benar
,APEG,Suka,Benar
,"saran dong kalo kita seneng sama cewek terus cewek itu punya pacar,lah pacar nya itu temen kita sendiri saran dong",Sedih,Benar
,ngapain nih bang?,Bingung,Benar
,"Wait, That's Ilegal",Marah,Benar
,kwkw,Lucu,Benar
,tsundere,Suka,Benar
,matiii,Sedih,Benar
,bang ko ga lanjutin warrios orochi 3?? udh nunggu bgt :loudly_crying_face:,Bingung,Benar
,"waduh ,jangan anggap dia teman...",Marah,Benar
,gila berbagi kode,Suka,Benar
,hahahahahah bener bener,Lucu,Benar
,ikhlas kannn topi,Sedih,Benar
,hah gimana gimana?,Bingung,Benar
,meledak otak gua mek,Marah,Benar
,mati tapi,Sedih,Benar
,satttt wkwkwkwk,Lucu,Benar
,emang Homo si,Suka,Benar
,Z????,Bingung,Benar
,tampar bapak boleh sih,Marah,Benar
,BANG GEM TAHUN INI INDONESIA KEMUNGKINAN GA Bakalan JUARA AFF,Sedih,Benar
,Awkwkwk,Lucu,Benar
,OF COURSE YOU ARE,Suka,Benar
,kalau temen yg suka adu domba gimana tuh bang,Bingung,Benar
,ga gituuu,Marah,Benar
,BUTAAAA,Sedih,Benar
,awwwwwwww,Suka,Benar
,flying fox simulation wkwk,Lucu,Benar
,BANG GAMAU LIVE BARENG KAK GITAA??,Bingung,Benar
,bang gw chat ga pernah dibaca,Marah,Benar
,bang besok masuk sekolah kenapa jam segini live nya :'),Sedih,Benar
,wkwkwk sentoloper kita nih yuhuuuuu,Lucu,Benar
,bang bahas WTRC bareng bang yuda,Suka,Benar
,bang gema lagi ngapain,Bingung,Benar
,ggimana njiing?,Marah,Benar
,main metaverse.... RTO,Sedih,Benar
,wkwkkwwk,Lucu,Benar
,TAI is TAI HEYYYYY,Suka,Benar
,Mic Fantech yg dulu kemana bang?,Bingung,Benar
,minta diruqyah,Marah,Benar
,hati2 bang ada Hardisk 600GB disita,Sedih,Benar
,kirain nampar bapaknya wwkwkwkwk,Lucu,Benar
,lah bang tara upload tag blast,Suka,Benar
,naik lagi bang?,Bingung,Benar
,Dah indomi aja lah,Marah,Benar
,RTO sejenak,Sedih,Benar
,awokkowakowa,Lucu,Benar
,KungKingKang Cult (KKK),Suka,Benar
,Podcast om om gimana bang,Bingung,Benar
,"Yang penting punya duit! Udah jangan cari pacar, cari kerja aja!",Marah,Benar
,BAPACC BAPACC XIXIXIXI,Lucu,Benar
,ga mungkin,Sedih,Benar
,f%,Suka,Benar
,apanih,Bingung,Benar
,loh gak gitu bgsd,Marah,Benar
,lngsung phasmo nih wkwk,Lucu,Benar
,NAK WINDAH GK IKUT SOALNYA NGURUS NIKAHAN SAHABATNYA KALO GK SALAH,Sedih,Benar
,ga perlu takut hilang temen kalo dari awal ga punya temen :),Suka,Benar
,emg DW 9 ada ya bang?,Bingung,Benar
,Kak Git~ ada yg genit nich~,Marah,Benar
,wkwkwkkwkwkwk,Lucu,Benar
,MENANG SEKALI DIBABAT 4X MEK,Sedih,Benar
,Pelet,Suka,Benar
,susu gantung itu apa bang?,Bingung,Benar
,jangan berakhir jadi legebet,Marah,Benar
,wkwkwkwk beban simulator,Lucu,Benar
,polos bgt anjg,Sedih,Benar
,Cute Cute,Suka,Benar
,baju kapan bang,Bingung,Benar
,ipidnya meledak...,Marah,Benar
,wkwkwk ngei mek,Lucu,Benar
,malah galau dia,Sedih,Benar
,"Gila bang gw barusan marathon lost judgement, keren banget storynya gilaaaaa",Suka,Benar
,Wait Wait :l,Bingung,Benar
,@Andre gunawan Silaen gausah spam gabakal dibaca,Marah,Benar
,itu circle pinjol pasti wkkwkw,Lucu,Benar
,:buffering:,Sedih,Benar
,...,Suka,Benar
,Genrenya kok disebut disini woi,Bingung,Benar
,gema gay,Marah,Benar
,WJAKOAKOWKOAOWKOAKOWOA,Lucu,Benar
,x pidio ya bang,Suka,Benar
,NT,Sedih,Benar
,BAHAS APA SIHH,Bingung,Benar
,sesat sesat,Marah,Benar
,xixixixii,Lucu,Benar
,8 jam aja udah capek gilak,Sedih,Benar
,bang gw baru nontonin lost judgement lu bang,Suka,Benar
,ko tau??,Bingung,Benar
,GAMPAR BAPAKNYA AJA,Marah,Benar
,aowowowk pan,Lucu,Benar
,"Oalah Tag Blast Upload barusan, pantes tadi lag",Sedih,Benar
,Prediksinya mahluk cenayang,Suka,Benar
,kog gelep ya,Bingung,Benar
,Masih dipantau,Marah,Benar
,"2020 padahal gw lagi populer, tiba2 pandemi :crying_face:",Sedih,Benar
,Yah bang wkwkw,Lucu,Benar
,LANGSUNG MASUK DUNIA LAIN,Suka,Benar
,kapan mulai nih,Bingung,Benar
,inget mbak gita bang ...,Marah,Benar
,gym dulu baru nikah bang,Sedih,Benar
,bukti terbawa circle wkwkwkw,Lucu,Benar
,LETSGOOOOO,Suka,Benar
,kolor konoha??,Bingung,Benar
,SEGALA NAMA DI SEBUT,Marah,Benar
,F,Sedih,Benar
,Gua Keselek Bgzd Wkwkwk,Lucu,Benar
,"Halo bang gema, halo kang dani",Suka,Benar
,tingkat keasaman maksudnya bang?,Bingung,Benar
,MAKIN MALAM MAKIN GILA BUNGG,Marah,Benar
,Husband jir wkwk,Lucu,Benar
,Mia fey terlupakan :crying_face:,Sedih,Benar
,karena ganteng,Suka,Benar
,KAYAK KENAL,Bingung,Benar
,jawaban cewek pasti terserah tapi kalau udah nikah malah sebaliknya cowok yang bilang terserah,Marah,Benar
,WADUH,Sedih,Benar
,biar menarik kan bang wkkwkw,Lucu,Benar
,jumpshot,Suka,Benar
,apa iya?,Bingung,Benar
,jangan di private bang,Marah,Benar
,auto insecure wwkwkw,Lucu,Benar
,yaahhhh,Sedih,Benar
,ANYYYYY sa aeeeeeeeeeee nihhh abang abang,Suka,Benar
,CHICKEN WHAT,Bingung,Benar
,NIH NGIDE,Marah,Benar
,oawokoawowa,Lucu,Benar
,kalo mau jackie chen sedih the heart of the dragon,Sedih,Benar
,ohh contohh,Suka,Benar
,BANG KAPAN CARI DOI??????,Bingung,Benar
,BOTDOLAAHHH GEM,Marah,Benar
,MBAK GITA WKWKKWKW,Lucu,Benar
,Meninggalll,Sedih,Benar
,ITU SAKIT SII,Suka,Benar
,KOQ,Bingung,Benar
,maaaaatiii,Marah,Benar
,aowkawokwko,Lucu,Benar
,SAMPAI LUPA CARA TIDUR,Sedih,Benar
,isi chat kentang semua,Suka,Benar
,"JAV sih butuh, tunggu kok gw tahu",Bingung,Benar
,modus ae bang gema,Marah,Benar
,WOY BANG MASIH JOMBLO? OHIYA KAN GW YG MASIH JOMBLO:loudly_crying_face::loudly_crying_face::loudly_crying_face:,Lucu,Benar
,mungkin gebetan nya rada RTO jadi gak respond,Sedih,Benar
,bang lu abis nikah,Suka,Benar
,KANG DANI KOK LIVE DI YOUTUBE?,Bingung,Benar
,baik mudah dimengerti semoga harimu suram,Marah,Benar
,WKWKKWKWKW,Lucu,Benar
,SAYA KECEWA,Sedih,Benar
,HAHHH KANG DANI SANG 700TB,Suka,Benar
,apa ini?,Bingung,Benar
,CHAT ALAY,Marah,Benar
,xixixixixixxixi,Lucu,Benar
,DAN TERJADI LAGI,Sedih,Benar
,begee,Suka,Benar
,kayak ayam??,Bingung,Benar
,ngide nih namanya,Marah,Benar
,teletabis itu vangsat wkwkwkkw,Lucu,Benar
,di night club maen harvest moon di rumah bahas jav,Sedih,Benar
,go Ramboo bang,Suka,Benar
,biologi bagian reproduksi?,Bingung,Benar
,spam teruuussss,Marah,Benar
,YAHHH SENDIRIAN,Sedih,Benar
,wokwaoaw,Lucu,Benar
,:face_with_raised_eyebrow:,Suka,Benar
,GIMANAAA,Bingung,Benar
,"HEYYY ITU ANDA SEBUTTT,,,",Marah,Benar
,ngeselin wkwkwk,Lucu,Benar
,d,Sedih,Benar
,nonton ph bang biar lupa,Suka,Benar
,MR FUNTISTIC KAPAN?,Bingung,Benar
,bodo,Marah,Benar
,Hari Hari jadi tumbal,Sedih,Benar
,aimnya kemana bang kwkwkwkkw,Lucu,Benar
,BENAR SEKALI,Suka,Benar
,bang kok bang tara buntet,Bingung,Benar
,SETERAH,Marah,Benar
,langsung rto,Sedih,Benar
,XD,Lucu,Benar
,rafathar tidur diselimuti kekayaan,Suka,Benar
,gelasnya dimakan ya bang,Bingung,Benar
,siapa yang bilang tadi flashnya bener,Marah,Benar
,HAAHAHAHAH,Lucu,Benar
,Kang dani masih live subathon bareng anak discord jadi kemungkinan podcast om om itu kecil,Sedih,Benar
,bang doain saya cepat dapat kerjaan yang halal dan gaji minimal UMR,Suka,Benar
,?,Bingung,Benar
,bangsaddd nenek ikan,Marah,Benar
,show me the love wkwkwk,Lucu,Benar
,"metavers nanti kayak SAO, trs ada org yg mati konyol gara"" RTO",Sedih,Benar
,P4G gabijh di duluin sama agem,Suka,Benar
,Gym?,Bingung,Benar
,NAHH,Marah,Benar
,dia make jet kek ngerti aj gem:rolling_on_the_floor_laughing:,Lucu,Benar
,KETAHUAN KAN,Sedih,Benar
,di perut,Suka,Benar
,sepi sepi apa yang bisa nulis? sepidol :v,Bingung,Benar
,udah flash malah nembak loncat bagusss,Marah,Benar
,AWKWAOKAW MAU DIKULUK KULUK DEK AYA,Lucu,Benar
,ga pernah sih. kan saya ga punya temen. :),Sedih,Benar
,"ada bang, Tara Muranishi",Suka,Benar
,Orgy ya bang?,Bingung,Benar
,gema gk asik,Marah,Benar
,LAH WWKOWKOWK,Lucu,Benar
,flash yang sangat guna,Sedih,Benar
,pamann,Suka,Benar
,Bang Mod Tifa di PC kapan?,Bingung,Benar
,influencer buruk kalian hey,Marah,Benar
,wkwkwkwk jadi hancur,Lucu,Benar
,nyasar,Sedih,Benar
,Duh,Suka,Benar
,WO3 kapan lanjut bang??,Bingung,Benar
,Udah Gila,Marah,Benar
,aduuuh:face_with_tears_of_joy:,Lucu,Benar
,MASUK2 NGOMONGIN TAI NGAMBANG MEK,Sedih,Benar
,suars cewenya melengking bet,Suka,Benar
,apa tadi judulnya?,Bingung,Benar
,kalo Adiya mah gpp kalo bapaknya yg geplak baru kita arak,Marah,Benar
,wkwkwkwkkeekwkwkwkwkwkwkwkwkw,Lucu,Benar
,DEWI FORTUNJING BERULAH,Sedih,Benar
,obama voice pleace,Suka,Benar
,bang acer an515 rtx 3060 i7 harga 18 juta worth it ga???,Bingung,Benar
,gagitu heyy,Marah,Benar
,akwkwkwkwkwk,Lucu,Benar
,F punipun,Sedih,Benar
,www,Suka,Benar
,mahal kita???,Bingung,Benar
,INJEK AJA,Marah,Benar
,WOAKQOQOOQ SEMEN NGACI,Lucu,Benar
,halo bang baru dtg nich,Suka,Benar
,bang temen saya horny klo ngeliat zebra cross,Sedih,Benar
,koq aku gantemg,Bingung,Benar
,RTO,Marah,Benar
,saya mau Kwkwk,Lucu,Benar
,5-0 lahhhhh,Suka,Benar
,gua snap 665 coba utak utik lancar aja bro main naruto sipuden 5 30 fps an,Sedih,Benar
,siapa yg disini ikut challangenya,Bingung,Benar
,BINTANNNNG BABIIIIIIIIIIIIIIIIIII,Marah,Benar
,WWKWKWKW,Lucu,Benar
,bismillah 2022 undangan gema & gita,Suka,Benar
,obs lag,Sedih,Benar
,ini kenapa iklannya rick roll :frowning_face:,Bingung,Benar
,Jadi singit kebanyak ngobrol sama gema,Marah,Benar
,jadi inget film2 parodi di tara arts waowkoakwoakwoakwoka,Lucu,Benar
,bang suraranya mengGEMA,Sedih,Benar
